Filename	Year_Month	Brightness_Median	Saturation_Median	Label_Place	Year	Month	Title
523.jpg	1888.834	136	140	3_Arles	1888	11	Red Vineyard The
524.jpg	1888.834	157	133	3_Arles	1888	11	Self-Portrait
525.jpg	1888.834	146	126	3_Arles	1888	11	Sower The
526.jpg	1888.834	124	69	3_Arles	1888	11	Sower The
527.jpg	1888.9174	212	73	3_Arles	1888	12	Baby Marcelle Roulin The
528.jpg	1888.9174	171	120	3_Arles	1888	12	Baby Marcelle Roulin The
529.jpg	1888.9174	165	71	3_Arles	1888	12	Baby Marcelle Roulin The
530.jpg	1888.9174	76	81	3_Arles	1888	12	Dance Hall in Arles The
531.jpg	1888.9174	113	117	3_Arles	1888	12	La Berceuse (Augustine Roulin)
532.jpg	1888.9174	84	170	3_Arles	1888	12	Paul Gauguin's Armchair
533.jpg	1888.9174	118	88	3_Arles	1888	12	Portrait of a One-Eyed Man
534.jpg	1888.9174	204	114	3_Arles	1888	12	Portrait of Joseph-Michel Ginoux
535.jpg	1888.9174	140	122	3_Arles	1888	12	Schoolboy (Camille Roulin) The
536.jpg	1888.9174	149	124	3_Arles	1888	12	Smoker The
537.jpg	1888.9174	110	119	3_Arles	1888	12	Spectators in the Arena at Arles
538.jpg	1888.9174	151	160	3_Arles	1888	12	Vincent's Chair with His Pipe
539.jpg	1888.9174	214	190	3_Arles	1888	12	Young Man with a Cap
540.jpg	1889	166	165	3_Arles	1889	1	Crab on Its Back
541.jpg	1889	140	79	3_Arles	1889	1	La Berceuse (Augustine Roulin)
542.jpg	1889	122	154	3_Arles	1889	1	Portrait of Doctor Felix Rey
543.jpg	1889	80	97	3_Arles	1889	1	Self-Portrait with Bandaged Ear
544.jpg	1889	103	56	3_Arles	1889	1	Self-Portrait with Bandaged Ear and Pipe
545.jpg	1889	112	70	3_Arles	1889	1	Still Life with Oranges Lemons and Blue Gloves
546.jpg	1889	163	117	3_Arles	1889	1	Still Life: Bloaters on a Piece of Yellow Paper
547.jpg	1889	142	125	3_Arles	1889	1	Still Life: Drawing Board Pipe Onions and Sealing-Wax
548.jpg	1889	194	124	3_Arles	1889	1	Still Life: Two Red Herrings
549.jpg	1889	195	149	3_Arles	1889	1	Still Life: Vase with Fifteen Sunflowers
550.jpg	1889	143	182	3_Arles	1889	1	Still Life: Vase with Fifteen Sunflowers
551.jpg	1889	197	161	3_Arles	1889	1	Still Life: Vase with Twelve Sunflowers
552.jpg	1889	127	111	3_Arles	1889	1	Two Crabs
553.jpg	1889.0834	105	126	3_Arles	1889	2	La Berceuse (Augustine Roulin)
554.jpg	1889.1668	112	121	3_Arles	1889	3	La Berceuse (Augustine Roulin)
555.jpg	1889.1668	59	165	3_Arles	1889	3	Two White Butterflies
556.jpg	1889.2502	151	80	3_Arles	1889	4	Clumps of Grass
