Filepath	Year_Month	Brightness_Median	Saturation_Median	Label_Place	Year	Month	Title	Filename	Path_dir
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/290.jpg	1887.0834	70	116	2_Paris	1887	2	Pair of Shoes A	290.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/291.jpg	1887.0834	102	71	2_Paris	1887	2	Self-Portrait with Pipe and Glass	291.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/292.jpg	1887.0834	141	49	2_Paris	1887	2	Street Scene in Montmartre: Le Moulin a Poivre	292.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/293.jpg	1887.0834	211	23	2_Paris	1887	2	Vegetable Garden in Montmartre	293.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/294.jpg	1887.1668	167	73	2_Paris	1887	3	Factories Seen from a Hillside in Moonlight	294.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/295.jpg	1887.1668	149	135	2_Paris	1887	3	Flowerpot with Chives	295.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/296.jpg	1887.1668	190	142	2_Paris	1887	3	Le Moulin de la Galette	296.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/297.jpg	1887.1668	107	61	2_Paris	1887	3	Self-Portrait with Grey Felt Hat	297.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/298.jpg	1887.1668	75	125	2_Paris	1887	3	Self-Portrait with Straw Hat	298.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/299.jpg	1887.1668	129	135	2_Paris	1887	3	Still Life with a Basket of Crocuses	299.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris/300.jpg	1887.1668	173	117	2_Paris	1887	3	Still Life with Lemons on a Plate	300.jpg	/Volumes/SWS/ImagePlot/sample_files/van_gogh/filepaths_example/sample_Paris
